questionID,questionTitle,questionText,questionLink,topic,therapistInfo,therapistURL,answerText,upvotes,views
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Wendy MitaWorry less, live more!",https://counselchat.com/therapists/wendy-mita,"Absolutely not!  In fact, most people have many issues,  A lot lot of the issues you are describing commonly go hand in hand ( in ""therapy speak"" we call it co-morbid conditions)I would venture that most of the feelings you are struggling with stem from your early trauma.  You would benifit tremendously from counseling!  A good therapist will develope a treatment plan that addresses all of your needs. With help you could definitely live a happy life without all of your anxiety and depression getting in the way!",1,774
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Danielle JoelCompassionate Mental Health Care,https://counselchat.com/therapists/danielle-joel-2,"This is a great question! I personally don't believe that any client could ever have too many issues for counseling. In fact, that type of thinking may be stopping you from seeking counseling, so it may be hindering you from getting the help you need. In fact, all of what you described points to the importance of you seeking help in order to cope with the many challenges in your life. If you seek counseling, it will be important for you to understand that you may need to remain in counseling for a sustained period of time in order to work through each of these issues. All of these issues won't be able to be solved right away or in a brief period of time. Counseling will take commitment and hard work, but it is possible for you to recover and heal from all of the issues you described.Many clients come into counseling with numerous issues rather than just one particular thing. Most of the time, the issues relate to and exacerbate each other. We call these ""comorbid"" conditions, which means that two or more mental health problems exist at one time. A lot of the times, when you start to work on one issue, the other issues get better as a result.I encourage you to find a professional therapist that can help you learn how to cope with all of the mental health difficulties that you described. You deserve the help just as much as anyone else.",1,438
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Ronica ClarkYou have questions I'm willing to try to give an answer,https://counselchat.com/therapists/ronica-clark,I don't think there is a thing as too many issues. It just going to take time to get through all of the issues.,0,12
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Amber HarrisLife Can Suck, Let's Talk About It. ",https://counselchat.com/therapists/amber-harris,"No, you do not have too many issues to address in counseling. A lot of people present with multiple issues they want to address, and that shows good insight. Usually in therapy you find that everything is connected together, and the issues are more intertwined than previous thought.",0,59
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Amanda Sieg,https://counselchat.com/therapists/amanda-sieg,"Counselors want to help you process whatever you come into therapy with! They can help guide you with where to start and how to start. Their intake paperwork will ask you questions about your life history so they can help you walk through each area. Don't be afraid to share these things upfront with your therapist so they can set goals with you and help you feel comfortable as you get started. It may take some time to explore the different areas, but that is normal! :)",0,194
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Dr. Meredyth LawrynceServing Clients Nationwide,https://counselchat.com/therapists/dr-meredyth-lawrynce,"You do not have too many issues to address in
counseling. Each concern can be worked thru at a pace that is comfortable for
you with a patient counselor, therapist.  You are valid, and your concerns are valid. You
are worthy and deserve to get the support you desire.",0,45
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Ashley ""Ashton"" BernalRenewed Hope Counseling",https://counselchat.com/therapists/ashley-ashton-bernal,"I commend you for taking such a brave step in talking about everything you have been through. No one ever has ""too many issues"" to seek therapy and I would be willing to bet that many of these concerns are intertwined and once unraveled great relief is to follow. Best of luck on your journey toward healing. Most times our wounds lead us to the best parts of ourselves.",0,46
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Bethany KelloggPlay Therapist,https://counselchat.com/therapists/bethany-kellogg,"It sounds like you have been through a lot, but in therapy there's no such thing as too many issues. That's what it is there for.  I want to normalize that a lot of people feel they are 'too much' but this isn't true.  A lot of the issues you mentioned are interrelated and may be affecting the other. We are a whole person, and our physical health affects our mental health and vice versa.  Sometimes when you work on one issue in therapy, it can help alleviate some of the other issues.  It is easy to feel overwhelmed with all you have going on but a therapist can also help prioritize some of that and find goals to focus on.",0,39
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Elena Engle, LMHC, EMDRVery Good Counseling",https://counselchat.com/therapists/elena-engle-lmhc-emdr,"Often people feel like they are beyond saving, this is often not true. Finding the right therapist to work on these issues with and having them help. You may benefit from seeing a trauma specialist. If you located in Florida we offer EMDR therapy in-person or online.",0,31
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Erin Pritchard, MA, LPCC-S | EMDR IntensivesSea Glass Counseling and Consultation",https://counselchat.com/therapists/erin-pritchard-ma-lpcc-s-emdr-intensives,"You have been through so much - sounds like you are very resilient! And how brave of you to consider exploring counseling for the first time. Based on what you shared, I would encourage you to seek out a therapist who specializes in trauma, which can often show up as depressive and anxiety symptoms, and sleep disturbance later on in life. You do not have too many issues to explore. Often times people come to counseling with multiple things they want to focus on. A good therapist will take the time to help you sift through the topics you'd like to address, see how they might be connected, and help you work through them. Best of luck in your journey to greater mental wellness!",0,162
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Robert Wade,https://counselchat.com/therapists/robert-wade,"Not at all! Trauma can manifest itself in many ways, such as depression and anxiety. Trauma can also cause sleep issues, nightmares are what I hear about the most but it can also cause insomnia. Many abuse survivors can have low self esteem as well.I would suggest you begin treatment with handling the symptoms that are causing you the most issues. Learning how to regulate your emotions and tolerate distress will give you the building blocks to begin getting to the underlying cause which is the trauma. Once you process the trauma from the abuse and the medical issues, you should begin to feel better about yourself and feel better physically as well.",0,104
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Gayle WeillSpecializing in relationships and parenting - additional certifications in Child-parent psychotherapy, Circle of Security-Parenting program, adoption competency, hypnosis, and EMDR",https://counselchat.com/therapists/gayle-weill,"I’m wondering if you are thinking that you’d be inconveniencing the therapist by bringing too many issues to the sessions? The reality is that it’s actually very common for a person to come to therapy with a whole host of issues. In fact, it’s encouraged to go to therapy if there is a lot of stuff to work through. You would not be inconveniencing the therapist at all and I would really like you to consider beginning therapy with a clinician that you feel comfortable with. Best of luck to you!",0,81
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Dr Traci KochendorferTime for you to "" Claim IT"" with over 15 years in health and wellness, Ph.D Psy.D D.D. F.P.L.C. recognized on TV and Magazines,",https://counselchat.com/therapists/dr-traci-kochendorfer,First you say I have so many issues then you say I've been happily married for almost 35 years ( as it is past tense).   Most counselors/therapists have multiple education or experience in areas.  It is about YOU.  Finding more about yourself.  You would enjoy it cause it allows finally an investment for yourself and a guide.   Don't you sometimes look at your nails or hair its been a long time since you got them professional care.  You been happily together with them for 35 years right.  But how does it feel when you have someone else guide and bring new energy to your hair and nails and you feel like a million bucks and amazing when you walk out.  Right?  Something to think about.  ✨🙏,0,102
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Beverly PedrocheAccepting New Patients,https://counselchat.com/therapists/beverly-pedroche,"Not possible! Your therapist will help you prioritize your treatment goals and often, those ""issues"" are intertwined and as you address one problem, another may resolve or become less problematic.",0,85
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Emily LaFaveYou're probably wondering how I can help you?,https://counselchat.com/therapists/emily-lafave,"Wow, that sounds really overwhelming. No, there are never too many or too little problems for therapy. I am a big advocate for picking the most pressing issue and putting our energy towards that to cope and then when feeling better, we can move on to the next thing. We can't be solve all issues at one time. We can take baby steps, but we will get there.",0,154
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Jennifer Jenkins-BoitnottEMDRIA Approved Consultant & Certified EMDR Therapist,https://counselchat.com/therapists/jennifer-jenkins-boitnott,"No, you don't have too many issues to address in counseling. Humans are complex, and just based on the little bit of information you have shared, it sounds like you have likely experienced quite a bit of trauma in your life. When we experience traumatic events (such as sexual abuse, surviving cancer) it has an impact on our mood and thoughts about ourselves. As a trauma specialist & EMDR therapist, I often have clients who have experienced a lot of difficult things in their life and may be entering therapy for the first time. The process of healing and learning more adaptive beliefs and coping strategies takes time, but it is never too late to start!",0,144
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Tara Green, LCSWFeel alive again; solution focused and goal oriented therapy",https://counselchat.com/therapists/tara-green-lcsw,"It can feel overwhelming sometimes when we reach a point in our lives when we say to ourselves; I think I want and/or need counseling.  This is especially true if we feel we have so many ""issues"" to work through and cover with a therapist that we may feel like we would not know where to even begin. We may feel that way because of our trauma in the past and our current problems, however, this should not stop you. When you work with a trained therapist, especially one who has experience working with your particular  issues that are impacting you the most you will find that little by little over time they can be worked through in counseling sessions with a therapist. Therapy is often not a linear process but more cyclical in nature and sometimes working on the most pressing things that are impacting your life helps to put others things into perspective. So to answer your question, no you do not have too many issues to address in counseling, despite feeling overwhelmed by this. Just unpack one thing at a time! Good luck!",0,136
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Michele RameyMRTherapy, LLC- Because Help Is One Of A Kind",https://counselchat.com/therapists/michele-ramey,"If you feel like you're too much, you need someone who doesn't feel like you are. Guess what?? That's what therapists are for. You are not too much! You don't have too much to work on! You are on the right platform! We are all here to help. Find someone and schedule a session. EMDR/Brainspotting for trauma, anxiety and low-self esteem issues, etc. LENS (Low Energy Neurofeedback System) for the insomnia, or you could do a sleep study to see why you can't sleep. Hope this helps!",0,116
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Philippe BowerHealing with Philippe,https://counselchat.com/therapists/philippe-bower,"First, thank you for being open and vulnerable by sharing with us online. Second, many of these ""issues"" you have mentioned are all interconnected. Often my clients have found that addressing past traumas helps diminish their depression. Which in turn can diminish the anxiety.  The first step to wellness is to take a chance on ourselves and seek out a clinician we can connect with. Namaste",0,114
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Sara BakerLet me help YOU accomplish your goals and develop a better life worth living. ,https://counselchat.com/therapists/sara-baker,"Absolutely not! A lot of the issues that have been identified are strongly correlated to each other. Sometimes when you start therapy and 'address' the first issue, it helps decrease the severity of the other issues.",0,99
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,"Natalie Moore | Holistic Therapy🛋 For creative, ambitious millennials",https://counselchat.com/therapists/natalie-moore-holistic-therapy,"I want to assure you that there is no such thing as having too many issues for counseling.When you decide to see a therapist, make sure to find someone who has expertise in each of these problem areas you mentioned. In your first therapy appointment, they will take a history of everything you just shared and more to help you determine goals for treatment.You and your therapist will agree upon how often you’ll meet to get started working toward those goals. You and your therapist will likely prioritize what to focus on first to help you get the most benefit from therapy as quickly as possible. Then, as you meet therapy goals, you will likely move on to others.If it seems daunting or overwhelming, keep in mind that as you work on your trauma history, for example, you may notice that anxiety, depression and self-esteem issues improve. And as you work on psychological issues, your physical issues — like insomnia — may decrease.Lastly, it sounds like you have a loving, supportive partner, which is a mental health protective factor and a possible determinant of a more successful therapy outcome. It’s never too late to get started improving your mental wellness. I hope you reach out soon and get the support you so deserve.",0,168
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Christopher NoahHere to help in anyway I can,https://counselchat.com/therapists/christopher-noah,No you can never have to many issues for counseling thatis why we have counseling around so we can help you with your problems,0,142
0,Do I have too many issues for counseling?,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",https://counselchat.com/questions/do-i-have-too-many-issues-for-counseling,depression,Ryan LynchCertified Sex Therapist,https://counselchat.com/therapists/ryan-lynch,"Absolutely not! It sounds like you have had a quite a lot of traumas in your life. Those traumas do not mean you have too many for therapy, but rather that you could possibly benefit from therapy more. Having numerous issues just means you might need to be in therapy for a bit to work through them. An experienced therapist can help you sift through all you have been through to find what is causing you the most distress. Good Luck!",0,151
